report_date,active_users,total_purchase,total_redeem,direct_purchase,purchase_bal,purchase_bank,total_share,total_consume,total_transfer,total_tftobal,total_tftocard,cat1_total,cat2_total,cat3_total,cat4_total,avg_balance,avg_yesterday_balance
20140624,11577,245450766,428471509,242915326,78189756,164725570,2535440,80582484,347889025,41106958,306782067,33134967,23484154,7000000,16963363,1869499.9473956984,1885308.94307679
20140625,11594,264663201,547295931,262227341,79464890,182762451,2435860,79096124,468199807,60137721,408062086,32102563,20284275,6100000,20609286,1842381.2455580472,1866758.7451267897
20140626,11622,297628039,418742109,295269783,93994567,201275216,2358256,66292846,352449263,41056937,311392326,24558517,19713935,7268000,14752394,1827521.4327138185,1837942.5366546204
20140627,11616,264282703,399444352,261895380,122909502,138985878,2387323,44685853,354758499,49196393,305562106,22745943,11107307,1000500,9832103,1816829.5835055097,1828465.4003960055
20140628,11630,153826161,283400236,151482880,56997812,94485068,2343281,59857221,223543015,27109313,196433702,24745110,16647085,2000000,16465026,1803501.149355116,1814642.5143594153
20140629,11627,158801540,261170799,156485272,41574314,114910958,2316268,48105024,213065775,28779118,184286657,21547461,15749488,0,10808075,1795162.0459275823,1803966.488948138
20140630,11682,334054112,456547794,331761678,76383658,255378020,2292434,71593561,384954233,71086987,313867246,28418810,19913449,3600000,19661302,1776224.5699366548,1786710.247217942
20140701,11718,384428753,374164541,382080337,84648368,297431969,2348416,76352332,297812209,57115920,240696289,28910252,16925356,7651800,22864924,1771643.5942993686,1770767.6588154975
20140702,11716,384555819,328950951,382237475,124686586,257550889,2318344,54590504,274360447,56038073,218322374,18059546,18143286,1900000,16487672,1776692.0882553773,1771946.0257767157
20140703,11734,297894643,289009780,295575412,117330905,178244507,2319231,72000589,217009191,34501699,182507492,22139287,22945630,10200000,16715672,1774723.8255496847,1773966.6359297768
20140704,11718,211649838,264494550,209348291,47444497,161903794,2301547,58159245,206335305,40925658,165409647,19532073,24825799,500000,13301373,1772637.3661887695,1777147.0702338284
20140705,11736,169383796,272535138,167078182,63429360,103648822,2305614,46886012,225649126,43470834,182178292,23365091,11320687,0,12200234,1761129.2872358556,1769918.5972222222
20140706,11734,199569025,195530758,197287738,58678071,138609667,2281287,42738122,152792636,28637443,124155193,19903631,10583093,700000,11551398,1761773.6136015,1761429.4626725754
20140707,11770,272182847,317612569,269914951,66462026,203452925,2267896,63467426,254145143,59847001,194298142,29408173,20106871,941198,13011184,1752525.2217502124,1756385.0112149534
20140708,11771,224240103,340453063,221992553,61280454,160712099,2247550,57017247,283435816,62162605,221273211,24832472,12278882,8100000,11805893,1742503.5171183418,1752376.3367598334
20140709,11772,278005555,269642881,275740766,100407528,175333238,2264789,44472135,225170746,49920081,175250665,14799455,16126216,1400000,12146464,1743065.8829425755,1742355.4960924226
20140710,11782,283095921,326009240,280808940,76920429,203888511,2286981,71503879,254505361,49578125,204927236,24571089,24395618,8000000,14537172,1737944.1737396028,1741586.4517059922
20140711,11804,208671021,240050748,206409952,49110187,157299765,2261069,37145193,202905555,50829376,152076179,14775279,8653271,0,13716643,1732046.639105388,1734705.0368519146
20140712,11823,177644343,149081488,175393033,75425505,99967528,2251310,40240325,108841163,27984837,80856326,21146747,10132362,300000,8661216,1731679.0478727904,1729263.1758436945
20140713,11871,179759885,199459990,177520917,66176740,111344177,2238968,37261668,162198322,30133300,132065022,15324901,10994549,0,10942218,1723017.5451099318,1724677.0603150534
20140714,11902,254797524,284753279,252543988,88262667,164281321,2253536,52533556,232219723,23824522,208395201,22728966,16719105,1490000,11595485,1716012.8989245505,1718529.7662577718
20140715,11901,334810012,261722182,332554408,116023440,216530968,2255604,59644641,202077541,27658319,174419222,28312129,14456627,810000,16065885,1722298.407948912,1716157.0895723049
20140716,11916,394890140,234775948,392596651,170324655,222271996,2293489,59605459,175170489,31190665,143979824,24049651,15112325,500000,19943483,1733567.266280631,1720130.3585934876
20140717,11915,253011280,298279385,250755039,73862280,176892759,2256241,104717040,193562345,32255120,161307225,20409316,22169561,49800000,12338163,1729913.5073436843,1733712.7608057072
20140718,11924,208959595,208671287,206677714,62723841,143953873,2281881,60675775,147995512,20805733,127189779,30533659,19912408,202000,10027708,1728631.9815498155,1728607.8027507549
20140719,11940,210318023,155464283,208048192,108711944,99336248,2269831,31681543,123782740,15507755,108274985,14009478,8324384,0,9347681,1730909.672361809,1726315.5567839197
20140720,11961,176449304,174462836,174193562,58331429,115862133,2255742,38768091,135694745,29227103,106467642,17115054,9327176,0,12325861,1728036.7825432657,1727870.7037873087
20140721,11987,378088594,434191479,375786236,188430013,187356223,2302358,54882116,379309363,39353239,339956124,26869340,13077930,10000,14924846,1719608.3316092433,1724288.6423625594
20140722,12020,243084133,369043423,240854173,90700778,150153395,2229960,98632913,270410510,31942129,238468381,30137941,13547269,41501000,13446703,1704408.1348585691,1714887.2771214643
20140723,12017,265461894,308353077,263182434,114917590,148264844,2279460,56660566,251692511,45278350,206414161,31464788,10539421,1540000,13116357,1701264.4252309229,1704833.6341016893
20140724,12030,277044480,347622431,274781793,106071922,168709871,2262687,70641581,276980850,42338290,234642560,28540166,17667384,12800000,11634031,1693559.1560266002,1699425.9848711553
20140725,12009,181641088,262874791,179379699,63336575,116043124,2261389,70693254,192181537,35509270,156672267,22920147,16751760,16901000,14120347,1689756.2614705637,1696520.6634191023
20140726,12028,128268053,282653341,126012255,54186270,71825985,2255798,51725809,230927532,29639068,201288464,18138384,18713087,1500000,13374338,1674251.5510475556,1687087.0422347854
20140727,12040,151406251,166610652,149177264,80780644,68396620,2228987,50588888,116021764,35246941,80774823,18664858,20466300,0,11457730,1671320.0377906978,1672582.86179402
20140728,12083,371762756,345986909,369535407,214062345,155473062,2227349,51656382,294330527,30372288,263958239,25389413,11015923,2200000,13051046,1667505.5120417115,1665372.2796490937
20140729,12073,228093046,303480103,225904582,85325202,140579380,2188464,41066657,262413446,23956498,238456948,12428323,12717118,3000000,12921216,1662642.428973743,1668886.6977553219
20140730,12089,209917272,250117716,207702516,64808558,142893958,2214756,53868111,196249605,25897612,170351993,19730768,8862240,12100000,13175103,1657116.51923236,1660441.8930432624
20140731,12101,191728916,277194379,189518581,56346135,133172446,2210335,53122061,224072318,33843617,190228701,15792314,13775873,7400000,16153874,1648410.5559871085,1655473.2336996943
20140801,12111,374884735,252540858,372678958,135715324,236963634,2205777,84227601,168313257,31013339,137299918,32731901,29456809,5100000,16938891,1657151.3512509288,1647049.47056395
20140802,12103,189092130,172250225,186889349,78478704,108410645,2202781,41930977,130319248,34359098,95960150,20388807,7149562,0,14392608,1659638.2648930016,1658246.716929687
20140803,12136,173825397,127125217,171634865,62120575,109514290,2190532,40828571,86296646,23794226,62502420,17238818,9473820,0,14115933,1658973.475609756,1655125.4054054054
20140804,12157,330640884,322907524,328404472,120904646,207499826,2236412,78477516,244430008,43969481,200460527,31529783,12074693,16500000,18373040,1656743.8891173808,1656107.7650736202
20140805,12174,394780870,221706539,392589715,164705556,227884159,2191155,74040082,147666457,35974791,111691666,26591098,14768284,16410000,16270700,1668647.099638574,1654430.3811401348
20140806,12189,288821016,282346594,286598298,127641624,158956674,2222718,56127546,226219048,26815416,199403632,21291913,19643544,1700000,13492089,1667124.8021166625,1666593.6328656985
20140807,12204,247646474,253659514,245405658,61837508,183568150,2240816,60050774,193608740,41675089,151933651,15410546,28941346,4300000,11398882,1664583.0197476237,1665075.7303343166
20140808,12195,233903717,311648757,231616935,54035416,177581519,2286782,67603275,244045482,43071065,200974417,19163226,18669835,14800000,14970214,1659436.3372693728,1665811.494300943
20140809,12225,160262764,163611708,158028887,44663092,113365795,2233877,50648384,112963324,30028086,82935238,18520392,22698987,0,9429005,1655090.158609407,1655364.1008588958
20140810,12227,259534870,189909225,257313208,76427498,180885710,2221662,55462188,134447037,24599903,109847134,23077228,20717590,1000,11666370,1660513.8491862272,1654819.4315040484
20140811,12266,331550471,418603336,329331370,102021228,227310142,2219101,60850688,357752648,40952695,316799953,17201769,23642952,2600000,17405967,1648137.1244904615,1655234.21115278
20140812,12307,258493673,309754858,256311879,101592768,154719111,2181794,48112423,261642435,46559208,215083227,15814510,14362076,1811000,16124837,1638481.2532704964,1642646.45884456
20140813,12314,261506619,303975517,259291103,99082207,160208896,2215516,55277175,248698342,22934891,225763451,25161278,14424643,3000000,12691254,1634101.0139678414,1637549.8444047426
20140814,12301,257702660,211939431,255446130,113303891,142142239,2256530,38957777,172981654,45402310,127579344,16476951,10331366,0,12149460,1639548.2574587432,1635827.9721973822
20140815,12316,244551620,236516007,242336052,83330178,159005874,2215568,47779700,188736307,38085265,150651042,10680763,18761561,0,18337376,1638203.8590451446,1637551.405894771
20140816,12346,215059736,219214339,212842047,55705873,157136174,2217689,41164497,178049842,38363021,139686821,17021673,12925634,5000,11212190,1633886.61307306,1634223.1271666936
20140817,12370,149978271,139564084,147777403,42442478,105334925,2200868,40085759,99478325,28147769,71330556,7738809,19041259,0,13305691,1631558.4730800323,1630716.5824575587
20140818,12401,298499146,259169016,296308680,84557465,211751215,2190466,55584679,203584337,52598310,150986027,14850247,15566826,0,25167606,1630651.434723006,1627479.9058140472
20140819,12411,266401973,254929877,264196458,108645683,155550775,2205515,74648794,180281083,33028860,147252223,29600198,11467928,2040000,31540668,1630261.9078237049,1629337.558778503
20140820,12436,308378692,202452782,306133606,134420983,171712623,2245086,73775504,128677278,28451096,100226182,24165679,17235710,1650000,30724115,1635502.2875522675,1626984.6042135735
20140821,12436,251763517,219963356,249525712,85818188,163707524,2237805,70493107,149470249,18207816,131262433,28669192,10979534,420000,30424381,1638059.3928111934,1635502.2875522675
20140822,12446,246316056,179349206,244094164,97266695,146827469,2221892,74322748,105026458,13620285,91406173,31216803,10023388,210000,32872557,1642123.8517596014,1636743.2596014785
20140823,12459,141412027,199377531,139192764,42797254,96395510,2219263,63911142,135466389,28401389,107065000,22294743,13156888,100000,28359511,1635757.9223854241,1640410.4229071354
20140824,12471,130195484,191080151,127991522,43143686,84847836,2203962,52046987,139033164,15507226,123525938,19194293,12132444,900000,19820250,1629301.8433164943,1634183.9431481035
20140825,12508,309574223,312413411,307361141,92282025,215079116,2213082,96656751,215756660,27159616,188597044,35518047,11637924,1500000,48000780,1624255.2046690118,1624482.1944355613
20140826,12517,306945089,285478563,304747497,124460527,180286970,2197592,88192408,197286155,14814754,182471401,24879168,16497042,0,46816198,1624802.3189262603,1623087.329232244
20140827,12527,302194801,468164147,299973007,102372488,197600519,2221794,107408171,360755976,20966937,339789039,34053795,19426628,6000000,47927748,1610256.3486868364,1623505.2786780554
20140828,12557,245082751,297893861,242887647,56734596,186153051,2195104,98896299,198997562,15732174,183265388,25606866,25743565,4000000,43545868,1602203.5653420403,1606409.2761009794
20140829,12596,267554713,273756380,265335172,87236719,178098453,2219541,103967802,169788578,27979322,141809256,31191914,30028785,40000,42707103,1596750.4368847252,1597242.7889806288
20140830,12603,199708772,196374134,197483663,84798329,112685334,2225109,70813897,125560237,32453185,93107052,18388231,14302883,100000,38022783,1596128.1552804888,1595863.5644687773
20140831,12614,275090213,292943033,272878511,148125324,124753187,2211702,106464912,186478121,24503950,161974171,23745525,31675561,0,51043826,1593320.9387188838,1594736.256619629
